Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Brazil,BRA,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.0465845271795
Brazil,BRA,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.4578171698488
Brazil,BRA,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.8690498125181
Brazil,BRA,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.4494588508927
Brazil,BRA,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.0299875331114
Brazil,BRA,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.6105162153302
Brazil,BRA,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,23.191044897549
Brazil,BRA,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,22.7715735797677
Brazil,BRA,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,22.3273359862362
Brazil,BRA,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.8838162557698
Brazil,BRA,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.4402965253035
Brazil,BRA,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.9967767948371
Brazil,BRA,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.5532570643708
Brazil,BRA,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.1097373339044
Brazil,BRA,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.6662176034381
Brazil,BRA,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.2226978729717
Brazil,BRA,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.7791781425054
Brazil,BRA,2018,Arable land (% of land area),AG.LND.ARBL.ZS,6.67158004053533
Brazil,BRA,2017,Arable land (% of land area),AG.LND.ARBL.ZS,6.67158004053533
Brazil,BRA,2016,Arable land (% of land area),AG.LND.ARBL.ZS,6.59716156944009
Brazil,BRA,2015,Arable land (% of land area),AG.LND.ARBL.ZS,6.52274309834485
Brazil,BRA,2014,Arable land (% of land area),AG.LND.ARBL.ZS,6.4482049834054
Brazil,BRA,2013,Arable land (% of land area),AG.LND.ARBL.ZS,6.37366686846595
Brazil,BRA,2012,Arable land (% of land area),AG.LND.ARBL.ZS,6.29924839737071
Brazil,BRA,2011,Arable land (% of land area),AG.LND.ARBL.ZS,6.22471028243126
Brazil,BRA,2010,Arable land (% of land area),AG.LND.ARBL.ZS,6.15029181133602
Brazil,BRA,2009,Arable land (% of land area),AG.LND.ARBL.ZS,6.07575369639657
Brazil,BRA,2008,Arable land (% of land area),AG.LND.ARBL.ZS,6.00121558145712
Brazil,BRA,2007,Arable land (% of land area),AG.LND.ARBL.ZS,5.92679711036187
Brazil,BRA,2006,Arable land (% of land area),AG.LND.ARBL.ZS,5.85225899542243
Brazil,BRA,2005,Arable land (% of land area),AG.LND.ARBL.ZS,5.78274592193957
Brazil,BRA,2004,Arable land (% of land area),AG.LND.ARBL.ZS,5.71371142383353
Brazil,BRA,2003,Arable land (% of land area),AG.LND.ARBL.ZS,5.64467692572749
Brazil,BRA,2002,Arable land (% of land area),AG.LND.ARBL.ZS,5.57564242762146
Brazil,BRA,2001,Arable land (% of land area),AG.LND.ARBL.ZS,5.50660792951542
Brazil,BRA,2000,Arable land (% of land area),AG.LND.ARBL.ZS,5.43757343140938
Brazil,BRA,1999,Arable land (% of land area),AG.LND.ARBL.ZS,5.36853893330334
Brazil,BRA,1998,Arable land (% of land area),AG.LND.ARBL.ZS,5.2995044351973
Brazil,BRA,1997,Arable land (% of land area),AG.LND.ARBL.ZS,5.23046993709127
Brazil,BRA,1996,Arable land (% of land area),AG.LND.ARBL.ZS,5.16143543898523
Brazil,BRA,1995,Arable land (% of land area),AG.LND.ARBL.ZS,5.09240094087919
Brazil,BRA,1994,Arable land (% of land area),AG.LND.ARBL.ZS,5.13104590255727
Brazil,BRA,1993,Arable land (% of land area),AG.LND.ARBL.ZS,5.26420950115696
Brazil,BRA,1992,Arable land (% of land area),AG.LND.ARBL.ZS,5.39749274360085
Brazil,BRA,1991,Arable land (% of land area),AG.LND.ARBL.ZS,5.53065634220054
Brazil,BRA,1990,Arable land (% of land area),AG.LND.ARBL.ZS,5.66393958464443
Brazil,BRA,1989,Arable land (% of land area),AG.LND.ARBL.ZS,5.79722282708832
Brazil,BRA,1988,Arable land (% of land area),AG.LND.ARBL.ZS,5.93038642568801
Brazil,BRA,1987,Arable land (% of land area),AG.LND.ARBL.ZS,6.0636696681319
Brazil,BRA,1986,Arable land (% of land area),AG.LND.ARBL.ZS,6.19683326673159
Brazil,BRA,1985,Arable land (% of land area),AG.LND.ARBL.ZS,6.33008145352913
Brazil,BRA,1984,Arable land (% of land area),AG.LND.ARBL.ZS,6.1657258672384
Brazil,BRA,1983,Arable land (% of land area),AG.LND.ARBL.ZS,6.04644095456645
Brazil,BRA,1982,Arable land (% of land area),AG.LND.ARBL.ZS,5.92715604189449
Brazil,BRA,1981,Arable land (% of land area),AG.LND.ARBL.ZS,5.80787112922253
Brazil,BRA,1980,Arable land (% of land area),AG.LND.ARBL.ZS,5.68861110247017
Brazil,BRA,1979,Arable land (% of land area),AG.LND.ARBL.ZS,5.36004422036482
Brazil,BRA,1978,Arable land (% of land area),AG.LND.ARBL.ZS,5.03174151186747
Brazil,BRA,1977,Arable land (% of land area),AG.LND.ARBL.ZS,4.70331915952592
Brazil,BRA,1976,Arable land (% of land area),AG.LND.ARBL.ZS,4.37501645102858
Brazil,BRA,1975,Arable land (% of land area),AG.LND.ARBL.ZS,4.04659409868703
Brazil,BRA,1974,Arable land (% of land area),AG.LND.ARBL.ZS,3.91199477395689
Brazil,BRA,1973,Arable land (% of land area),AG.LND.ARBL.ZS,3.77763473691515
Brazil,BRA,1972,Arable land (% of land area),AG.LND.ARBL.ZS,3.64339434371762
Brazil,BRA,1971,Arable land (% of land area),AG.LND.ARBL.ZS,3.50903430667589
Brazil,BRA,1970,Arable land (% of land area),AG.LND.ARBL.ZS,3.37467426963415
Brazil,BRA,1969,Arable land (% of land area),AG.LND.ARBL.ZS,3.33339714338358
Brazil,BRA,1968,Arable land (% of land area),AG.LND.ARBL.ZS,3.27010554979936
Brazil,BRA,1967,Arable land (% of land area),AG.LND.ARBL.ZS,3.20681395621514
Brazil,BRA,1966,Arable land (% of land area),AG.LND.ARBL.ZS,3.14352236263092
Brazil,BRA,1965,Arable land (% of land area),AG.LND.ARBL.ZS,3.0802307690467
Brazil,BRA,1964,Arable land (% of land area),AG.LND.ARBL.ZS,3.01693917546248
Brazil,BRA,1963,Arable land (% of land area),AG.LND.ARBL.ZS,2.95364758187826
Brazil,BRA,1962,Arable land (% of land area),AG.LND.ARBL.ZS,2.89023634444984
Brazil,BRA,1961,Arable land (% of land area),AG.LND.ARBL.ZS,2.82694475086562
Brazil,BRA,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,47495.16797
Brazil,BRA,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.567010929
Brazil,BRA,2010,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3425.557373
Brazil,BRA,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3425.557373
Brazil,BRA,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,3425.557373
Brazil,BRA,2010,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.040895286
Brazil,BRA,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.040895286
Brazil,BRA,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.040895286
Brazil,BRA,2010,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.607906215
Brazil,BRA,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.607906215
Brazil,BRA,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.607906215
Brazil,BRA,2018,Forest area (sq. km),AG.LND.FRST.K2,4990514
Brazil,BRA,2017,Forest area (sq. km),AG.LND.FRST.K2,5000916
Brazil,BRA,2016,Forest area (sq. km),AG.LND.FRST.K2,5020821
Brazil,BRA,2015,Forest area (sq. km),AG.LND.FRST.K2,5038848
Brazil,BRA,2014,Forest area (sq. km),AG.LND.FRST.K2,5054239.8
Brazil,BRA,2013,Forest area (sq. km),AG.LND.FRST.K2,5069631.6
Brazil,BRA,2012,Forest area (sq. km),AG.LND.FRST.K2,5085023.4
Brazil,BRA,2011,Forest area (sq. km),AG.LND.FRST.K2,5100415.2
Brazil,BRA,2010,Forest area (sq. km),AG.LND.FRST.K2,5115807
Brazil,BRA,2009,Forest area (sq. km),AG.LND.FRST.K2,5155314.9
Brazil,BRA,2008,Forest area (sq. km),AG.LND.FRST.K2,5194822.8
Brazil,BRA,2007,Forest area (sq. km),AG.LND.FRST.K2,5234330.7
Brazil,BRA,2006,Forest area (sq. km),AG.LND.FRST.K2,5273838.6
Brazil,BRA,2005,Forest area (sq. km),AG.LND.FRST.K2,5313346.5
Brazil,BRA,2004,Forest area (sq. km),AG.LND.FRST.K2,5352854.4
Brazil,BRA,2003,Forest area (sq. km),AG.LND.FRST.K2,5392362.3
Brazil,BRA,2002,Forest area (sq. km),AG.LND.FRST.K2,5431870.2
Brazil,BRA,2001,Forest area (sq. km),AG.LND.FRST.K2,5471378.1
Brazil,BRA,2000,Forest area (sq. km),AG.LND.FRST.K2,5510886
Brazil,BRA,1999,Forest area (sq. km),AG.LND.FRST.K2,5548695.4
Brazil,BRA,1998,Forest area (sq. km),AG.LND.FRST.K2,5586504.8
Brazil,BRA,1997,Forest area (sq. km),AG.LND.FRST.K2,5624314.2
Brazil,BRA,1996,Forest area (sq. km),AG.LND.FRST.K2,5662123.6
Brazil,BRA,1995,Forest area (sq. km),AG.LND.FRST.K2,5699933
Brazil,BRA,1994,Forest area (sq. km),AG.LND.FRST.K2,5737742.4
Brazil,BRA,1993,Forest area (sq. km),AG.LND.FRST.K2,5775551.8
Brazil,BRA,1992,Forest area (sq. km),AG.LND.FRST.K2,5813361.2
Brazil,BRA,1991,Forest area (sq. km),AG.LND.FRST.K2,5851170.6
Brazil,BRA,1990,Forest area (sq. km),AG.LND.FRST.K2,5888980
Brazil,BRA,2018,Forest area (% of land area),AG.LND.FRST.ZS,59.7084279516735
Brazil,BRA,2017,Forest area (% of land area),AG.LND.FRST.ZS,59.8328814784151
Brazil,BRA,2016,Forest area (% of land area),AG.LND.FRST.ZS,60.0710325503043
Brazil,BRA,2015,Forest area (% of land area),AG.LND.FRST.ZS,60.2867145082518
Brazil,BRA,2014,Forest area (% of land area),AG.LND.FRST.ZS,60.4708679203746
Brazil,BRA,2013,Forest area (% of land area),AG.LND.FRST.ZS,60.6550213324974
Brazil,BRA,2012,Forest area (% of land area),AG.LND.FRST.ZS,60.8391747446202
Brazil,BRA,2011,Forest area (% of land area),AG.LND.FRST.ZS,61.023328156743
Brazil,BRA,2010,Forest area (% of land area),AG.LND.FRST.ZS,61.2074815688658
Brazil,BRA,2009,Forest area (% of land area),AG.LND.FRST.ZS,61.6801692721108
Brazil,BRA,2008,Forest area (% of land area),AG.LND.FRST.ZS,62.1528569753558
Brazil,BRA,2007,Forest area (% of land area),AG.LND.FRST.ZS,62.6255446786007
Brazil,BRA,2006,Forest area (% of land area),AG.LND.FRST.ZS,63.0982323818457
Brazil,BRA,2005,Forest area (% of land area),AG.LND.FRST.ZS,63.5709200850907
Brazil,BRA,2004,Forest area (% of land area),AG.LND.FRST.ZS,64.0436077883357
Brazil,BRA,2003,Forest area (% of land area),AG.LND.FRST.ZS,64.5162954915806
Brazil,BRA,2002,Forest area (% of land area),AG.LND.FRST.ZS,64.9889831948257
Brazil,BRA,2001,Forest area (% of land area),AG.LND.FRST.ZS,65.4616708980706
Brazil,BRA,2000,Forest area (% of land area),AG.LND.FRST.ZS,65.9343586013156
Brazil,BRA,1999,Forest area (% of land area),AG.LND.FRST.ZS,66.3867247976224
Brazil,BRA,1998,Forest area (% of land area),AG.LND.FRST.ZS,66.8390909939293
Brazil,BRA,1997,Forest area (% of land area),AG.LND.FRST.ZS,67.2914571902361
Brazil,BRA,1996,Forest area (% of land area),AG.LND.FRST.ZS,67.7438233865429
Brazil,BRA,1995,Forest area (% of land area),AG.LND.FRST.ZS,68.1961895828498
Brazil,BRA,1994,Forest area (% of land area),AG.LND.FRST.ZS,68.6485557791566
Brazil,BRA,1993,Forest area (% of land area),AG.LND.FRST.ZS,69.1009219754634
Brazil,BRA,1992,Forest area (% of land area),AG.LND.FRST.ZS,69.5532881717703
Brazil,BRA,1991,Forest area (% of land area),AG.LND.FRST.ZS,70.0056543680771
Brazil,BRA,1990,Forest area (% of land area),AG.LND.FRST.ZS,70.4580205643839
Brazil,BRA,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1761
Brazil,BRA,2018,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2017,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2016,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2015,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2014,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2013,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2012,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2011,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2010,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2009,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2008,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2007,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2006,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2005,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2004,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2003,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2002,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2001,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2000,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1999,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1998,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1997,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1996,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1995,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1994,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1993,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1992,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1991,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1990,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1989,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1988,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1987,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1986,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1985,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1984,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1983,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1982,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1981,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1980,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1979,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1978,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1977,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1976,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1975,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1974,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1973,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1972,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1971,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1970,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1969,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1968,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1967,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1966,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1965,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1964,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1963,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1962,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,1961,Land area (sq. km),AG.LND.TOTL.K2,8358140
Brazil,BRA,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,8241430
Brazil,BRA,2010,Urban land area (sq. km),AG.LND.TOTL.UR.K2,134981.375
Brazil,BRA,2000,Urban land area (sq. km),AG.LND.TOTL.UR.K2,134981.375
Brazil,BRA,1990,Urban land area (sq. km),AG.LND.TOTL.UR.K2,134981.375
Brazil,BRA,2018,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2017,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2016,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2015,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2014,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2013,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2012,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2011,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2010,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2009,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2008,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2007,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2006,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2005,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2004,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2003,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2002,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2001,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,2000,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1999,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1998,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1997,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1996,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1995,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1994,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1993,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1992,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1991,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1990,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1989,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1988,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1987,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1986,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1985,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1984,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1983,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1982,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1981,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1980,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1979,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1978,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1977,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1976,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1975,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1974,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1973,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1972,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1971,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1970,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1969,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1968,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1967,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
Brazil,BRA,1966,Surface area (sq. km),AG.SRF.TOTL.K2,8515770
